theta_history,scale_history
45.362241710743014,1.0596927082243586
45.32636482552803,1.0603535777377222
45.290124775753675,1.0610088637189343
45.254243391372206,1.0616889421366151
45.21841220826207,1.0623709544148023
45.18280147630062,1.0630412477837061
45.1466310636002,1.063686768669983
45.11125069657112,1.064336758751995
45.076125558984636,1.0649933632295272
45.04165755676831,1.0656486458684007
45.00717105415353,1.0663107953756783
44.972036807100714,1.066975171772076
44.93743895683151,1.0676481749210798
44.902583240698995,1.0683074235237453
44.86627784755523,1.0689623317589365
44.830302259021536,1.0696370558212784
44.794473153394435,1.0703084350027732
44.75923971874935,1.070995140345474
44.723906583774585,1.0717049076477407
44.68814942872792,1.072416218553209
44.65313874014387,1.073125645190527
44.61824333782167,1.073857806869296
44.583220619454934,1.0746045321567428
44.54859592023567,1.075355234158447
44.513171650940954,1.0761024632090386
44.4771844031449,1.0768349857363528
44.441293998512876,1.0775806516218025
44.40608385538243,1.0783347474615903
44.371338036074846,1.0790920284666456
44.336824000518746,1.079854402012578
44.302722155103325,1.0806320075797289
44.26761186777516,1.0814059939873781
44.232609474159624,1.0821925654651696
44.19756909154695,1.0829881765854974
44.163245988970004,1.0838111333865705
44.12873290704709,1.0846298142976765
44.09429059741397,1.0854610896882646
44.0613063792961,1.0863085696052817
44.028989427252455,1.0871782691624103
43.99755502147605,1.0880614746444865
43.9673245449145,1.0889522226725088
43.93807532030973,1.0898510146618798
43.90893852144232,1.0907549046884588
43.8807280819205,1.0916697070838004
43.85293328331679,1.092592800997887
43.82677300230426,1.093551183151539
43.800876521355434,1.0945161190475656
43.77513253816021,1.0954944204476538
43.749563814316474,1.0964729860729354
43.72407144736094,1.097453094621091
43.69871970711252,1.098436134022359
43.67443405470978,1.0994300668229486
43.649953032470826,1.100424239384336
43.62453886479335,1.1014138481919213
43.59835461420798,1.1023832061375058
43.57273172256999,1.1033648072318891
43.547398276431046,1.1043620980067175
43.52313026851414,1.1053810807524147
43.4982697922452,1.10640105159632
43.47264527831592,1.1074229697674023
43.44720862473597,1.1084345674952583
43.42395622614513,1.1094557399395193
43.40042744784535,1.1104862320793691
43.37670372228696,1.1115152129016856
43.35237305191462,1.1125555742712894
43.327810695662606,1.1136057886399156
43.30356425730941,1.1146661036459118
43.27875855674684,1.1157251099741141
43.2541109259717,1.116802920366534
43.23049242637291,1.117879303624756
43.20609131130873,1.1189317777531607
43.18184311457645,1.1199942267065235
43.15601327777896,1.1210239951952812
43.13077596265383,1.1220595403785836
43.10576090671427,1.1231098611614578
43.08044888768932,1.1241588777449292
43.05435037862634,1.125211305177199
43.02963666549551,1.1262894712511293
43.003996127957656,1.1273670733383667
42.979424385987855,1.1284689799566734
42.955114325030415,1.129580313130737
42.93076954626021,1.1306858937572415
42.90565775425021,1.131796448260834
42.879469176603614,1.1328982434270842
42.854018044689866,1.1339996398764114
42.82917010747429,1.135110245821951
42.8054353128893,1.1362447155816098
42.78133488788913,1.13739346102274
42.75727287414226,1.13856777804047
42.734730949752574,1.1397688504728396
42.71205950487283,1.1409760963976319
42.689853389975205,1.142187706229092
42.6680190338002,1.143399970451554
42.6465629139904,1.1446161990068007
42.62649036472517,1.145835922390706
42.60792661418878,1.1470607965939663
42.58969433750704,1.1483014564534402
42.57261097357664,1.149552431887001
42.55620081650825,1.1508171965999312
42.54152399857605,1.152092238447204
42.52713130463249,1.1533689963095493
42.51391705003556,1.1546552796635308
42.50126365918906,1.1559482880547574
42.488691738982986,1.157260417188261
42.47616682333118,1.1585768446971993
42.46544399369087,1.1599304408793898
42.45810898635672,1.1613266740790982
42.453410698976825,1.1627676798165558
42.45084063373663,1.1642338521304736
42.448242372586655,1.1656953318388135
42.44541763967568,1.1671476822329137
42.44420130690981,1.1686229885382498
42.44566244975656,1.1701244054810331
42.448991208248806,1.1716473147811155
42.4553098277188,1.1732175094223034
42.4634392802869,1.1747854555530461
42.473055904508094,1.1763379899211832
42.48440022282786,1.17789690263902
42.49880935430386,1.1794985518700054
42.51477220260744,1.1811150172467333
42.53288546927266,1.1827582546011006
42.55295354340693,1.1843959254718042
42.57387550351038,1.1859872150083979
42.59686094777802,1.187606155031647
42.6235444303851,1.189242035002178
42.65327485538667,1.1908922631200756
42.685414906862164,1.19251769956523
42.71901948841021,1.1941391151191856
42.755869608831226,1.1958082184559493
42.79578549831599,1.1974968757965554
42.838083393313006,1.1991976050729591
42.87923565549568,1.2008411943278947
42.925243674228874,1.2025110990534493
42.97364075953764,1.2041460957388037
43.023556189377594,1.2057994063224844
43.073789672472905,1.2074184972652813
43.12615492642619,1.2090268820351129
43.180358204432714,1.2106042637512733
43.23660626635628,1.212197136393301
43.29407250782243,1.2137462766563198
43.353571542044115,1.215282459307629
43.415035853723516,1.2167335375426296
43.47880070856911,1.2181242873948677
43.54261057757767,1.2194600604382997
43.60534545132588,1.2207098396349179
43.668005162733465,1.2219077401026261
43.72905482847911,1.2230179840086013
43.78836027194928,1.2240525174944228
43.846640690547765,1.2250062642338977
43.90245165058343,1.225873013015797
43.95742512127057,1.2266824209966691
44.009432519649906,1.2274003761299883
44.05858410612715,1.2280559459972478
44.10361563122615,1.2285906863899916
44.14685327436287,1.2290674429854394
44.1891239360497,1.2295076004826921
44.229238667889774,1.2298856317575155
44.26777626472403,1.230223656467742
44.30538194253809,1.2305327260580146
44.34010534257768,1.230788153555041
44.37354401612998,1.2309925628592642
44.4059498131067,1.2311585580613924
44.436760418761175,1.2312916563388505
44.46671700153872,1.2313862009628096
44.494607412047756,1.2314411894524804
44.521106882472274,1.231440657341035
44.547859087015375,1.231424518692227
44.57389244548888,1.2313866615849278
44.59809352979368,1.2312990642768193
44.621571086692306,1.2311863733911919
44.64407269367706,1.2310367240365496
44.666302936291395,1.230877623715346
44.687350614323606,1.2306956601686305
44.7065465942493,1.2304748963466448
44.725446055834226,1.2302437455505548
44.74426310922245,1.229998950105361
44.76247012323805,1.2297160739183133
44.78018655006229,1.2294108383680007
44.79697422905997,1.2290744653488208
44.814137812476154,1.2287403363139153
44.83174852756395,1.2284025855624425
44.8485858186751,1.2280385834290646
44.86504559599506,1.2276363923173075
44.881400769300534,1.227205019251965
44.8974684729712,1.2267508475591964
44.9134593025878,1.2262859489730389
44.92900324825308,1.225782081656597
44.94358552838311,1.2252433028423595
44.956986627545774,1.2246566264100673
44.96986333607976,1.2240453314440012
44.98266629882455,1.2234022342888982
44.99627070043772,1.2227577828294787
45.00975440706947,1.2220928204633026
45.02147008804642,1.2213859546048202
45.033350066905655,1.2206545881791804
45.0437096214822,1.219887569054696
45.05345200771238,1.2190761256863138
45.062708379458144,1.218236685810702
45.0707313525532,1.2173539380138194
45.07594937386998,1.2164476113460672
45.079388389411676,1.2155118796011932
45.08182232536832,1.2145642377687798
45.08263000627293,1.213607367922511
45.083887578987245,1.212682513310275
45.08460813469331,1.2117797720315184
45.08280111619851,1.210880497329527
45.08096266075232,1.2099911690047087
45.07680526192053,1.20914029622839
45.07224918868781,1.2083215702088512
45.06921235896348,1.2075752211580097
45.065017177196566,1.2068639084087598
45.06044929659614,1.2062235032179895
45.0574514530226,1.205635294910489
45.05364836683645,1.2051089555086594
45.05125259867033,1.2046305624301132
45.048012263306774,1.2041728372911633
45.04633477890085,1.2037819445224978
45.04384892244135,1.2034241632821403
45.042806728905624,1.2030951358220914
45.04124810972031,1.2027951320703196
45.04018998728146,1.2025344163159166
45.03872002265497,1.2022577136721289
45.03585448670924,1.2019841807088791
45.034211840133956,1.2017581100343362
45.03093651428704,1.201546840015309
45.027438287271856,1.201369328110654
45.02455267572186,1.2012151777570157
45.023058480768825,1.2010902249220816
45.02092899641684,1.2009650798387743
45.01922398708362,1.2008631677699253
