theta_history,scale_history
49.9573843111526,1.0003486369013854
49.914900661992476,1.0006864261756703
49.87234335256892,1.0010438525415644
49.82997578922642,1.001397023201236
49.78888540826934,1.0017649986072246
49.748713018083556,1.0021338521429481
49.707872904629724,1.0024907203958868
49.66724894565228,1.0028597451792662
49.62680785386292,1.0032227203022897
49.58625618266717,1.0035831635529557
49.54659209310733,1.003955494254522
49.507650969199936,1.0043436156050218
49.46882634736354,1.0047298248926275
49.43066989694433,1.005122414089058
49.392326526710725,1.0055037449470139
49.353066074766595,1.0058782624019467
49.31304225049296,1.0062404754193448
49.273590588999866,1.0066162820368696
49.23416479363667,1.0069896448498659
49.19471076279045,1.0073683295886802
49.15527854888121,1.0077576738543585
49.115058689521256,1.0081359381945936
49.07473083404522,1.0084990152339894
49.03372075976034,1.0088566108527555
48.993132010832475,1.0092208077379314
48.952985517813964,1.0095820916629266
48.913255704127174,1.0099790947906881
48.87435522531501,1.0103956708020967
48.83603651919084,1.0108293758171047
48.79789626122502,1.0112560209644634
48.75800443139999,1.0116568121091214
48.71832110510806,1.0120646839788063
48.67786075561058,1.0124426321950049
48.63782203670613,1.0128307380671173
48.59805456532212,1.0132290246815887
48.55883442253424,1.0136375990602253
48.51878961350791,1.0140495991420226
48.48016379416606,1.0144747952995856
48.44100989924529,1.0148937036613106
48.402143723571484,1.015321072310507
48.36305035111089,1.0157534771678485
48.324053513298544,1.0161798043439716
48.28460791677258,1.0166113340701863
48.24641663292829,1.0170727419520105
48.20879200612787,1.0175576717532955
48.171533394244136,1.0180446350469008
48.13340518423215,1.0185148401122375
48.09541931362483,1.0189917391353454
48.05691679456671,1.0194633875482253
48.01804839537424,1.0199249321279322
47.97841191492822,1.0203872105576868
47.938596901738286,1.020847115233561
47.89837626932143,1.021304656877191
47.85947598789866,1.0217743652767173
47.8212004402893,1.0222475856899165
47.78416331003135,1.022745155747365
47.74698718766879,1.0232480625305436
47.709731933432245,1.0237396862473185
47.67293500206381,1.0242318284720728
47.63570409624537,1.0247315878446703
47.598727896840835,1.025239805971436
47.56134696036568,1.025742726192211
47.52357786400664,1.0262384251412986
47.48571301981029,1.026748622011472
47.44828968097161,1.0272761092521814
47.41146319312422,1.0277966007689496
47.374743307797736,1.0283319373456445
47.33795659806275,1.0288761904036579
47.30115313972914,1.0294143290463604
47.26498719590934,1.029949569966806
47.22862640462379,1.030497300302093
47.19126767938282,1.0310162780132734
47.15284302543285,1.031522664917825
47.1144509805504,1.0320230426581702
47.07561734429297,1.0325071046447725
47.03708411500044,1.0330094969865864
47.000295171004716,1.0335327235122636
46.96370637832757,1.0340682745484147
46.9258133052172,1.0345990286550102
46.88796003187001,1.0351179720555328
46.8500586993435,1.0356322285091992
46.81148810398715,1.0361360867343745
46.77169024401177,1.0366214231113517
46.732326008580245,1.0371130801807515
46.69284099609806,1.0376268956877368
46.653154606514015,1.0381376836747127
46.61508521880118,1.0386715349866351
46.57671127685922,1.0392079007208979
46.53954911934204,1.039746712691541
46.502928657240844,1.0402951962991251
46.46551692414627,1.0408345271668022
46.42762547391089,1.0413605643483685
46.389339532654624,1.0418786654179482
46.35096120989658,1.0424050902916886
46.31275983466011,1.0429432604061841
46.27484400371498,1.0434831316708466
46.23760282711359,1.0440291961195092
46.20089460851421,1.0445805777594157
46.16473519546503,1.0451432458620027
46.12890714785981,1.045713403493207
46.09328190352302,1.04629937833652
46.056958817904054,1.0468835404221566
46.02062737045697,1.047476528994837
45.98496154831132,1.0480894777188625
45.950203982846695,1.0487292097138172
45.91532431550279,1.0493649269706233
45.88079292824787,1.0499923347219933
45.84726900726624,1.0506478775119759
45.81391455501462,1.0513005853357669
45.78096012173529,1.0519648320575476
45.74646090338865,1.0526205907624808
45.71252359784499,1.0532667319504447
45.67914904318661,1.0539204449151447
45.645274273620196,1.0545637362271207
45.61237233358619,1.0552181132464071
45.57753636116563,1.0558494812435775
45.541884481985484,1.0564849631545699
45.505573210026014,1.0571100716229351
45.469925602802476,1.0577654956994265
45.43374781220297,1.058407087920524
45.3979516860648,1.0590483918435045
